"Animal.ID","Name","DateTime","MonthYear","Found.Location","Intake.Type","Intake.Condition","Animal.Type","Sex.upon.Intake","Age.upon.Intake","Breed","Color"
"A725340","","4/28/16 12:04","4/28/16 12:04","7651 Delwau Ln in Austin (TX)","Wildlife","Injured","Other","Unknown","1 year","Opossum","Brown"
"A725343","Sonnet","4/28/16 12:11","4/28/16 12:11","Mlk Jr Blvd And Hw 130 Toll Road in Austin (TX)","Stray","Normal","Dog","Intact Female","2 years","Pit Bull Mix","Brown Brindle/White"
"A725345","Rambo","4/28/16 12:17","4/28/16 12:17","5213 Viewpoint Dr in Austin (TX)","Stray","Normal","Dog","Intact Male","9 months","German Shepherd Mix","Black/Brown"
"A725347","*Reeses","4/28/16 12:24","4/28/16 12:24","12440 La Guardia Ln in Del Valle (TX)","Stray","Normal","Cat","Intact Male","4 weeks","Domestic Shorthair Mix","Black/White"
"A725348","*Twix","4/28/16 12:24","4/28/16 12:24","12440 La Guardia Ln in Del Valle (TX)","Stray","Normal","Cat","Intact Male","4 weeks","Domestic Shorthair Mix","Black/White"
"A725349","*Kitkat","4/28/16 12:24","4/28/16 12:24","12440 La Guardia Ln in Del Valle (TX)","Stray","Normal","Cat","Intact Female","4 weeks","Domestic Shorthair Mix","Black/White"
"A725350","","4/28/16 12:24","4/28/16 12:24","12440 La Guardia Ln in Del Valle (TX)","Stray","Normal","Cat","Intact Female","2 years","Domestic Longhair Mix","Black/White"
"A650050","Tiger","4/28/16 12:26","4/28/16 12:26","Del Valle (TX)","Owner Surrender","Normal","Dog","Neutered Male","5 years","Dachshund Mix","Tricolor"
"A725351","","4/28/16 12:36","4/28/16 12:36","502 Chaparral Rd in Austin (TX)","Stray","Normal","Cat","Intact Male","2 years","Domestic Shorthair Mix","Brown Tabby"
"A725355","","4/28/16 12:51","4/28/16 12:51","11410 Century Oaks Terrace in Austin (TX)","Stray","Normal","Dog","Intact Female","1 month","Labrador Retriever Mix","Black"
"A725360","","4/28/16 13:19","4/28/16 13:19","5201 Bogey Ct in Austin (TX)","Stray","Normal","Cat","Intact Male","10 years","Domestic Shorthair Mix","Black Tabby"
"A720573","Trixie","4/28/16 13:28","4/28/16 13:28","Austin (TX)","Owner Surrender","Normal","Dog","Spayed Female","10 months","American Pit Bull Terrier Mix","Tan/White"
"A725364","","4/28/16 13:39","4/28/16 13:39","9200 North Plaza in Austin (TX)","Stray","Normal","Bird","Unknown","6 months","Chicken Mix","Tricolor"
"A725375","*Billy","4/28/16 13:52","4/28/16 13:52","Wire Rd And Cedar Lime Rd in Travis (TX)","Stray","Normal","Dog","Neutered Male","2 years","Labrador Retriever Mix","Chocolate/White"
"A725376","Epstean","4/28/16 13:52","4/28/16 13:52","Wire Rd And Cedar Lime Rd in Travis (TX)","Stray","Normal","Dog","Neutered Male","5 years","Pit Bull Mix","Black Brindle/White"
"A725372","*Ajax","4/28/16 14:00","4/28/16 14:00","Lexington St And E Lane Ave in Austin (TX)","Stray","Normal","Dog","Intact Male","1 year","Labrador Retriever Mix","Black"
"A725374","","4/28/16 14:05","4/28/16 14:05","5313 Serene Hills Dr in Austin (TX)","Stray","Normal","Dog","Intact Female","6 months","German Shepherd Mix","Black/Brown"
"A725377","","4/28/16 14:17","4/28/16 14:17","116 Inner Campus Drive in Austin (TX)","Stray","Normal","Cat","Unknown","3 weeks","Domestic Shorthair Mix","Black Tabby/White"
"A725378","*Bugsy","4/28/16 14:44","4/28/16 14:44","5204 Ledesma in Austin (TX)","Public Assist","Normal","Dog","Intact Male","1 year","Pit Bull Mix","Black/White"
"A725379","*Rhett","4/28/16 14:46","4/28/16 14:46","Outside Jurisdiction","Stray","Normal","Dog","Intact Male","3 years","Miniature Schnauzer Mix","Tan"
"A725381","","4/28/16 15:05","4/28/16 15:05","46Th St And Avenue A in Austin (TX)","Stray","Normal","Cat","Unknown","3 weeks","Domestic Shorthair Mix","Orange Tabby/White"
"A725382","","4/28/16 15:05","4/28/16 15:05","46Th St And Avenue A in Austin (TX)","Stray","Normal","Cat","Unknown","3 weeks","Domestic Shorthair Mix","Orange Tabby/White"
"A725383","","4/28/16 15:05","4/28/16 15:05","46Th St And Avenue A in Austin (TX)","Stray","Normal","Cat","Unknown","3 weeks","Domestic Shorthair Mix","Orange Tabby/White"
"A724611","","4/28/16 15:45","4/28/16 15:45","8515 Brodie Ln in Austin (TX)","Stray","Injured","Cat","Neutered Male","5 years","Domestic Shorthair Mix","Gray Tabby/White"
"A725389","Baby","4/28/16 16:25","4/28/16 16:25","15302 Mimebark Way in Austin (TX)","Stray","Normal","Cat","Spayed Female","6 years","Domestic Medium Hair Mix","Blue/White"
"A725396","Daisy","4/28/16 16:36","4/28/16 16:36","4505 Sojourner St in Austin (TX)","Stray","Normal","Cat","Intact Female","1 year","Domestic Shorthair Mix","Calico"
"A725397","","4/28/16 16:36","4/28/16 16:36","4505 Sojourner St in Austin (TX)","Stray","Normal","Cat","Intact Female","4 weeks","Domestic Shorthair Mix","Calico"
"A725398","","4/28/16 16:36","4/28/16 16:36","4505 Sojourner St in Austin (TX)","Stray","Normal","Cat","Intact Female","4 weeks","Domestic Shorthair Mix","Tortie"
"A725399","","4/28/16 16:36","4/28/16 16:36","4505 Sojourner St in Austin (TX)","Stray","Normal","Cat","Intact Male","4 weeks","Domestic Shorthair Mix","Orange Tabby"
"A725400","","4/28/16 16:36","4/28/16 16:36","4505 Sojourner St in Austin (TX)","Stray","Normal","Cat","Intact Male","4 weeks","Domestic Shorthair Mix","Brown Tabby"
"A725392","*Sargent","4/28/16 16:50","4/28/16 16:50","6205 Emerald Forest Dr in Austin (TX)","Stray","Injured","Cat","Intact Male","1 month","Domestic Shorthair Mix","Brown Tabby"
"A725394","","4/28/16 16:53","4/28/16 16:53","5711 Garden Oaks Dr in Austin (TX)","Wildlife","Normal","Other","Unknown","4 weeks","Bat","Brown/Black"
"A725401","","4/28/16 17:09","4/28/16 17:09","Austin (TX)","Wildlife","Normal","Other","Unknown","2 years","Bat Mix","Black"
"A725403","*Flower","4/28/16 18:10","4/28/16 18:10","8700 Fm 969 in Austin (TX)","Stray","Normal","Dog","Intact Female","1 month","Labrador Retriever Mix","White/Black"
"A725404","Luna","4/28/16 18:23","4/28/16 18:23","Austin (TX)","Public Assist","Normal","Dog","Intact Female","2 years","Chihuahua Shorthair Mix","White/Tan"
"A725405","*Chalupa","4/28/16 18:38","4/28/16 18:38","10302 Old Manchaca Rd in Austin (TX)","Stray","Normal","Cat","Intact Female","3 weeks","Domestic Longhair Mix","Black"
"A725406","*Enchilada","4/28/16 18:38","4/28/16 18:38","10302 Old Manchaca Rd in Austin (TX)","Stray","Normal","Cat","Intact Male","3 weeks","Domestic Longhair Mix","Brown Tabby"
"A725407","*Nacho","4/28/16 18:38","4/28/16 18:38","10302 Old Manchaca Rd in Austin (TX)","Stray","Normal","Cat","Intact Male","3 weeks","Domestic Longhair Mix","Blue Tabby"
"A725408","*Salsa","4/28/16 18:38","4/28/16 18:38","10302 Old Manchaca Rd in Austin (TX)","Stray","Normal","Cat","Intact Male","3 weeks","Domestic Longhair Mix","Blue Tabby"
"A725409","*Taylor","4/28/16 18:41","4/28/16 18:41","8715 W Hwy 71 in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","Orange Tabby"
"A725410","Dixie","4/28/16 18:53","4/28/16 18:53","14300 Tandem Blvd in Austin (TX)","Stray","Normal","Dog","Spayed Female","4 years","Chihuahua Shorthair Mix","Tricolor"
"A725411","Beaner","4/28/16 18:56","4/28/16 18:56","4815 Duval St in Austin (TX)","Stray","Normal","Dog","Intact Male","3 years","Chihuahua Shorthair Mix","White/Tan"
"A725412","","4/28/16 19:05","4/28/16 19:05","2706 Montopolis Dr in Austin (TX)","Stray","Normal","Cat","Intact Female","5 months","Domestic Shorthair Mix","Blue Tabby/White"
"A725415","","4/28/16 23:38","4/28/16 23:38","6201 Berkman Dr in Austin (TX)","Stray","Injured","Cat","Neutered Male","10 years","Domestic Shorthair Mix","Orange Tabby"
"A725416","*Hunter","4/29/16 0:55","4/29/16 0:55","6807 Starcrest Lane in Travis (TX)","Stray","Normal","Dog","Intact Male","2 years","Pit Bull Mix","Red"
"A725420","Lexy","4/29/16 8:36","4/29/16 8:36","Old Lampasas Trail & Talleyran Dr in Austin (TX)","Stray","Normal","Dog","Spayed Female","1 year","Labrador Retriever Mix","Black"
"A725425","Whiz","4/29/16 10:56","4/29/16 10:56","9100 South Ih 35 in Austin (TX)","Public Assist","Normal","Dog","Neutered Male","2 years","Staffordshire Mix","Black/White"
"A725426","Stone","4/29/16 11:03","4/29/16 11:03","5401 Bahan Dr in Del Valle (TX)","Stray","Normal","Dog","Intact Male","5 years","Shih Tzu Mix","Black/White"
"A725429","*Hermione","4/29/16 11:11","4/29/16 11:11","5233 Mathra Dr in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","Tortie"
"A725430","*Harry","4/29/16 11:11","4/29/16 11:11","5233 Mathra Dr in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","Black Tabby"
"A725427","","4/29/16 11:14","4/29/16 11:14","5908 Manor Rd in Austin (TX)","Stray","Normal","Dog","Intact Male","2 years","Shih Tzu/Toy Poodle","White/Black"
"A725431","","4/29/16 11:39","4/29/16 11:39","7005 Hillcroft Dr in Austin (TX)","Stray","Normal","Cat","Intact Male","6 years","Domestic Shorthair Mix","Brown Tabby"
"A725432","Clark","4/29/16 11:46","4/29/16 11:46","Austin (TX)","Owner Surrender","Normal","Dog","Neutered Male","5 years","Staffordshire/Boxer","Black/White"
"A493225","Heartbreaker","4/29/16 12:09","4/29/16 12:09","11501 Century Oaks Terrace in Austin (TX)","Stray","Normal","Dog","Neutered Male","13 years","Chihuahua Shorthair Mix","White/Tan"
"A725438","Cutesy","4/29/16 12:28","4/29/16 12:28","12118 Walnut Park Crossing in Austin (TX)","Stray","Normal","Cat","Spayed Female","3 years","Domestic Shorthair Mix","White/Gray Tabby"
"A699165","Pepito","4/29/16 12:46","4/29/16 12:46","Woodleigh And Woodward in Austin (TX)","Stray","Normal","Dog","Neutered Male","2 years","Chihuahua Shorthair Mix","Tan"
"A725443","Bisquit","4/29/16 12:55","4/29/16 12:55","8800 Us-290 in Austin (TX)","Stray","Normal","Cat","Intact Female","6 months","Domestic Shorthair Mix","Orange Tabby"
"A725442","*Utah","4/29/16 12:58","4/29/16 12:58","6702 Wentworth Dr in Austin (TX)","Stray","Injured","Dog","Intact Male","4 years","Pit Bull Mix","Red/White"
"A725445","*Sheba","4/29/16 13:03","4/29/16 13:03","13908 Tx-71 in Austin (TX)","Stray","Normal","Dog","Intact Female","4 months","Pointer Mix","Black/White"
"A725447","","4/29/16 13:03","4/29/16 13:03","13908 Tx-71 in Austin (TX)","Stray","Normal","Dog","Intact Male","4 months","Pointer Mix","Black/White"
"A699826","Leeloo","4/29/16 13:10","4/29/16 13:10","Austin (TX)","Owner Surrender","Normal","Dog","Spayed Female","1 year","Shih Tzu","Brown/White"
"A724289","Coco","4/29/16 13:24","4/29/16 13:24","Berkman & Coronada Hills in Austin (TX)","Stray","Normal","Dog","Intact Male","1 year","Old English Bulldog Mix","White/Black"
"A702065","Kush","4/29/16 13:27","4/29/16 13:27","Austin (TX)","Public Assist","Normal","Dog","Intact Male","1 year","Pit Bull Mix","Fawn"
"A725456","*Sue","4/29/16 13:42","4/29/16 13:42","4501 Franklin Park Dr in Austin (TX)","Stray","Injured","Dog","Neutered Male","1 year","Chihuahua Shorthair Mix","Brown"
"A725458","Korra","4/29/16 13:46","4/29/16 13:46","8601 Vertex in Austin (TX)","Stray","Normal","Dog","Intact Female","1 year","Labrador Retriever Mix","Tan/White"
"A719828","Frankie","4/29/16 13:53","4/29/16 13:53","Outside Jurisdiction","Owner Surrender","Normal","Cat","Neutered Male","14 years","Domestic Medium Hair Mix","Brown Tabby/White"
"A725462","Kitty Kitty","4/29/16 13:55","4/29/16 13:55","6605 Tara Dr in Austin (TX)","Public Assist","Normal","Cat","Intact Female","2 years","Domestic Longhair Mix","Black/White"
"A725469","","4/29/16 14:56","4/29/16 14:56","Little Hill Cir & Sherwyn Dr in Austin (TX)","Stray","Normal","Cat","Intact Male","4 weeks","Domestic Shorthair Mix","Black/White"
"A724077","*Sandy","4/29/16 15:09","4/29/16 15:09","Austin (TX)","Owner Surrender","Normal","Dog","Spayed Female","9 months","Queensland Heeler Mix","Red"
"A725476","Big Boy","4/29/16 15:49","4/29/16 15:49","7600 Marble Ridge Drive in Austin (TX)","Stray","Normal","Dog","Intact Male","2 years","Staffordshire Mix","Blue/White"
"A725483","Tilly","4/29/16 16:13","4/29/16 16:13","3421 W William Cannon Dr in Austin (TX)","Stray","Normal","Dog","Intact Female","2 years","German Shepherd","Black/Brown"
"A725489","Beans","4/29/16 16:21","4/29/16 16:21","Austin (TX)","Owner Surrender","Normal","Dog","Neutered Male","12 years","Chihuahua Shorthair Mix","Tan/White"
"A725487","Willie","4/29/16 16:22","4/29/16 16:22","2749 Citation Dr in Del Valle (TX)","Stray","Normal","Dog","Intact Male","9 years","Dachshund Mix","Brown"
"A725497","*Dory","4/29/16 16:30","4/29/16 16:30","1000 E 41St St in Austin (TX)","Stray","Normal","Dog","Spayed Female","7 years","Labrador Retriever Mix","Brown"
"A725490","Evy","4/29/16 16:54","4/29/16 16:54","2222 Rosewood Ave in Austin (TX)","Stray","Normal","Dog","Intact Female","6 years","German Shepherd Mix","Black/Tan"
"A725446","Kayha","4/29/16 16:59","4/29/16 16:59","Austin (TX)","Stray","Normal","Dog","Intact Female","2 years","Rottweiler Mix","Black/Tan"
"A725496","*Ben","4/29/16 17:05","4/29/16 17:05","11108 Renel Dr in Austin (TX)","Stray","Normal","Cat","Intact Male","3 weeks","Domestic Shorthair Mix","Black Tabby"
"A725494","*Bailey","4/29/16 17:05","4/29/16 17:05","11108 Renel Dr in Austin (TX)","Stray","Normal","Cat","Intact Female","3 weeks","Domestic Shorthair Mix","Tortie"
"A725495","Bruno","4/29/16 17:14","4/29/16 17:14","E M Franklin in Austin (TX)","Public Assist","Normal","Dog","Intact Male","2 years","American Pit Bull Terrier Mix","Black Brindle"
"A722235","Meridian","4/29/16 17:15","4/29/16 17:15","Austin (TX)","Owner Surrender","Normal","Dog","Neutered Male","4 years","German Shepherd/Chow Chow","Sable"
"A725498","","4/29/16 17:27","4/29/16 17:27","15524 N Ih35 in Austin (TX)","Stray","Sick","Other","Unknown","2 years","Rabbit Sh Mix","Blue/White"
"A725499","*Babar","4/29/16 17:30","4/29/16 17:30","1704 E 6Th St in Austin (TX)","Stray","Normal","Cat","Intact Male","1 year","Domestic Shorthair","Brown Tabby"
"A725500","*Chrissy","4/29/16 17:38","4/29/16 17:38","4915 Hudson Bend Rd in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","Black"
"A725502","*Janet","4/29/16 17:38","4/29/16 17:38","4915 Hudson Bend Rd in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","White/Black"
"A725504","*Honey","4/29/16 18:47","4/29/16 18:47","Thomas Jefferson St And James Garfield St in Manor (TX)","Stray","Normal","Dog","Intact Female","2 years","Australian Cattle Dog Mix","White/Brown Brindle"
"A725511","","4/30/16 7:39","4/30/16 7:39","Dk Ranch & Barrington Way in Austin (TX)","Stray","Normal","Dog","Neutered Male","7 years","Labrador Retriever Mix","Yellow"
"A696652","Archie","4/30/16 17:01","4/30/16 17:01","Austin (TX)","Stray","Normal","Dog","Neutered Male","1 year","Great Pyrenees/Labrador Retriever","Cream"
"A579598","Blue","4/30/16 7:39","4/30/16 7:39","Dk Ranch & Barrington Way in Austin (TX)","Stray","Normal","Dog","Neutered Male","8 years","Labrador Retriever Mix","Cream"
"A725512","Annabell","4/30/16 7:56","4/30/16 7:56","Mopac & Westchester Ave in Austin (TX)","Stray","Normal","Dog","Intact Female","8 years","Miniature Poodle Mix","White"
"A725514","*Joon","4/30/16 7:56","4/30/16 7:56","1013 Red Cliff Dr in Austin (TX)","Stray","Normal","Cat","Intact Female","3 weeks","Ragdoll Mix","Seal Point"
"A725515","*Griffon","4/30/16 7:56","4/30/16 7:56","1013 Red Cliff Dr in Austin (TX)","Stray","Normal","Cat","Intact Male","3 weeks","Domestic Shorthair Mix","Black/White"
"A725513","","4/30/16 7:57","4/30/16 7:57","Neal Street &Lyon Street in Austin (TX)","Stray","Nursing","Cat","Intact Male","3 weeks","Domestic Shorthair Mix","Cream Tabby"
"A725510","Cody","4/30/16 7:57","4/30/16 7:57","Austin (TX)","Stray","Injured","Dog","Intact Male","2 months","Toy Fox Terrier Mix","Brown"
"A725516","*Silver","4/30/16 10:47","4/30/16 10:47","Bluff Springs And William Cannon in Austin (TX)","Stray","Normal","Dog","Intact Male","2 years","Lhasa Apso Mix","White/Brown"
"A725517","Pepper","4/30/16 11:00","4/30/16 11:00","E 51St St And Duval St in Austin (TX)","Stray","Normal","Dog","Spayed Female","1 year","Miniature Schnauzer Mix","Black/White"
"A653589","Einstein","4/30/16 11:03","4/30/16 11:03","Brodie Ln And Slaughter Ln in Austin (TX)","Stray","Normal","Dog","Neutered Male","4 years","Shih Tzu Mix","Gray/White"
"A725518","","4/30/16 11:13","4/30/16 11:13","5910 Caroline Lane in Austin (TX)","Stray","Normal","Cat","Intact Male","2 weeks","Domestic Shorthair Mix","Brown Tabby"
"A725519","Juno","4/30/16 11:14","4/30/16 11:14","7202 Lysander in Austin (TX)","Stray","Normal","Dog","Intact Female","7 months","Siberian Husky Mix","White/Black"
"A725520","*Paulie","4/30/16 11:24","4/30/16 11:24","2104 East Anderson Lane in Austin (TX)","Stray","Normal","Dog","Intact Male","1 year","Dachshund/Chihuahua Shorthair","Tan"
"A725522","*Dobson","4/30/16 11:37","4/30/16 11:37","Haskell Ln And Robert E Martinez in Austin (TX)","Stray","Normal","Dog","Spayed Female","1 year","Black Mouth Cur Mix","Brown/White"
"A725529","Capone","4/30/16 11:51","4/30/16 11:51","Rockhurst Ln And Tulane Dr in Austin (TX)","Stray","Normal","Dog","Intact Male","6 months","Pointer/Labrador Retriever","Brown/White"
"A725530","King","4/30/16 11:51","4/30/16 11:51","Rockhurst Ln And Tulane Dr in Austin (TX)","Stray","Normal","Dog","Intact Male","6 months","Pit Bull Mix","Brown Brindle/White"
"A725523","*Liza","4/30/16 12:01","4/30/16 12:01","8817 Slayton in Austin (TX)","Stray","Normal","Cat","Intact Female","1 year","Domestic Shorthair Mix","Black"
"A725524","","4/30/16 12:01","4/30/16 12:01","8817 Slayton in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","Black"
"A725525","","4/30/16 12:01","4/30/16 12:01","8817 Slayton in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","Brown Tabby/White"
"A725526","","4/30/16 12:01","4/30/16 12:01","8817 Slayton in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","Brown Tabby/White"
"A725527","Tiger","4/30/16 12:01","4/30/16 12:01","8817 Slayton in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","Brown Tabby/White"
"A725528","Loki","4/30/16 12:09","4/30/16 12:09","Austin (TX)","Owner Surrender","Normal","Dog","Neutered Male","3 years","Pit Bull Mix","White/Black"
"A725531","Shaggy","4/30/16 12:24","4/30/16 12:24","Austin (TX)","Stray","Normal","Dog","Spayed Female","1 year","Parson Russell Terrier Mix","Gray/White"
"A725533","*Murdoch","4/30/16 12:35","4/30/16 12:35","Whispering Winds Dr And Broken Oak Dr in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","Blue"
"A723867","Oso","4/30/16 12:42","4/30/16 12:42","Outside Jurisdiction","Owner Surrender","Normal","Dog","Neutered Male","1 year","Rhod Ridgeback Mix","Brown"
"A725536","Dojo","4/30/16 12:45","4/30/16 12:45","Austin (TX)","Owner Surrender","Normal","Dog","Intact Male","2 years","American Bulldog Mix","Brown Brindle/White"
"A725537","*Dot","4/30/16 12:50","4/30/16 12:50","1003 Lipan Trail in Austin (TX)","Stray","Normal","Cat","Intact Female","3 weeks","Domestic Shorthair Mix","Blue Tabby"
"A725538","*Iota","4/30/16 12:50","4/30/16 12:50","1003 Lipan Trail in Austin (TX)","Stray","Normal","Cat","Intact Male","3 weeks","Domestic Shorthair Mix","Blue Tabby/White"
"A725539","*Micro","4/30/16 12:50","4/30/16 12:50","1003 Lipan Trail in Austin (TX)","Stray","Normal","Cat","Intact Female","3 weeks","Domestic Shorthair Mix","Blue Tabby/White"
"A725540","*Tiny","4/30/16 12:50","4/30/16 12:50","1003 Lipan Trail in Austin (TX)","Stray","Normal","Cat","Intact Male","3 weeks","Domestic Shorthair Mix","Brown Tabby/White"
